imageFile,imageFile2,imageFix,imageReward,option1,option2,outcome,counterfactual,outcometext,counterfactualtext,corr
stimuli/Face1.jpg,stimuli/house1.png,stimuli/Fixation.png,stimuli/Reward1.png,15,35,stimuli/green_circle.PNG,stimuli/red_square.PNG,Win,Loss,left
